"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","TAVG"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-01",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-02",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-03",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-04",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-05",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-06",,,,,"0.43","5.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-07",,,,,"0.01","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-08",,,,,"0.20","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-09",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-10",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-11",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-12",,,,,"0.60","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-13",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-14",,,,,"0.20","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-15",,,,,"0.25","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-16",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-17",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-18",,,,,"0.03","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-19",,,,,"0.02","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-20",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-21",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-22",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-23",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-24",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-26",,,,,"0.13","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-27",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-28",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-29",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-30",,,,,"0.42","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01-31",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-01",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-02",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-03",,,,,"0.20","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-04",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-05",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-06",,,,,"0.10","0.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-07",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-08",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-09",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-10",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-11",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-12",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-13",,,,,"0.05","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-14",,,,,"0.35","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-15",,,,,"0.36","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-16",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-17",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-18",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-19",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-20",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-21",,,,,"1.49","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-22",,,,,"0.36","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-23",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-24",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-26",,,,,"0.12","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-27",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02-28",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-01",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-02",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-03",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-04",,,,,"0.01","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-05",,,,,"0.10","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-06",,,,,"0.37","2.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-07",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-08",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-09",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-10",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-11",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-12",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-13",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-14",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-15",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-16",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-17",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-18",,,,,"0.60","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-19",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-20",,,,,"0.35","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-21",,,,,"0.20","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-22",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-23",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-24",,,,,"2.05","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-26",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-27",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-28",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-29",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-30",,,,,"0.76","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03-31",,,,,"0.49","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-01",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-02",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-03",,,,,"0.26","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-04",,,,,"0.09","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-05",,,,,"0.54","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-06",,,,,"0.25","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-07",,,,,"0.26","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-08",,,,,"0.10","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-09",,,,,"0.21","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-10",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-11",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-12",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-13",,,,,"0.13","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-14",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-15",,,,,"1.41","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-16",,,,,"0.46","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-17",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-18",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-19",,,,,"0.04","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-20",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-21",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-22",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-23",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-24",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-26",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-27",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-28",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-29",,,,,"0.35","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04-30",,,,,"0.16","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-01",,,,,"0.61","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-02",,,,,"0.97","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-03",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-04",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-05",,,,,"0.80","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-06",,,,,"0.48","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-07",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-08",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-09",,,,,"0.02","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-10",,,,,"2.10","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-11",,,,,"0.25","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-12",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-13",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-14",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-15",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-16",,,,,"2.30","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-17",,,,,"1.05","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-18",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-19",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-20",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-21",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-22",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-23",,,,,"0.75","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-24",,,,,"0.70","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-26",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-27",,,,,"0.18","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-28",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-29",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-30",,,,,"0.03","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05-31",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-01",,,,,"0.11","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-02",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-03",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-04",,,,,"0.09","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-05",,,,,"0.01","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-06",,,,,"1.67","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-07",,,,,"0.55","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-08",,,,,"0.08","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-09",,,,,"2.55","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-10",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-11",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-12",,,,,"0.01","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-13",,,,,"1.40","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-14",,,,,"0.33","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-15",,,,,"0.36","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-16",,,,,"0.21","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-17",,,,,"0.02","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-18",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-19",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-20",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-21",,,,,"0.47","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-22",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-23",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-24",,,,,"0.11","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-25",,,,,"0.00","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06-26",,,,,"0.69","0.0",
