DATE,Month,PRCP,TMAX,TMIN,AWND,TDIFF,WSF2,WSF5,intense,count of dry days,count of wet days
2017-05-10,5,0.00012048192771084338,61.785714285714285,45.857142857142854,5.005,15.92857142857143,12.7875,19.0,0,0,6
2017-05-11,5,0.0,62.142857142857146,43.69230769230769,5.75875,18.450549450549453,12.9,19.2,0,1,0
2017-05-12,5,0.0,62.07142857142857,44.07142857142857,6.57,18.0,15.15,20.225,0,2,0
2017-05-13,5,0.38811764705882357,57.0,45.46153846153846,11.1275,11.53846153846154,21.6625,29.6375,0,0,1
2017-05-14,5,1.391590909090909,63.0,45.53846153846154,11.38125,17.46153846153846,26.2875,35.5,1,0,2
2017-05-15,5,0.054625,68.15384615384616,48.61538461538461,15.63125,19.538461538461547,28.65,39.1,0,0,3
2017-05-16,5,0.000125,74.53846153846153,53.46153846153846,7.4375,21.076923076923073,17.55,21.8875,0,0,4
2017-05-17,5,0.0,84.3076923076923,56.53846153846154,7.80125,27.769230769230766,17.975,24.7875,0,1,0
2017-05-18,5,0.0,91.0,66.23076923076923,9.47875,24.769230769230774,20.375,26.25,0,2,0
2017-05-19,5,0.0031081081081081085,92.6923076923077,66.76923076923077,10.848749999999999,25.92307692307692,21.2375,28.275,0,0,1
2017-05-20,5,0.026800000000000004,75.92307692307692,53.07692307692308,7.831250000000001,22.84615384615384,19.1375,25.75,0,0,2
2017-05-21,5,0.011891891891891892,67.3076923076923,48.5,7.13125,18.807692307692307,16.6875,23.475,0,0,3
2017-05-22,5,0.1391358024691358,65.5,52.61538461538461,5.5075,12.884615384615387,13.5375,20.35,0,0,4
2017-05-23,5,0.47215909090909086,65.85714285714286,55.0,4.58625,10.857142857142861,12.6875,16.525,0,0,5
2017-05-24,5,0.031411764705882354,69.14285714285714,56.07142857142857,7.13125,13.07142857142857,16.05,21.45,0,0,6
2017-05-25,5,0.23772727272727276,63.30769230769231,55.46153846153846,10.98875,7.846153846153847,20.2625,28.8125,0,0,7
2017-05-26,5,0.9443023255813953,69.38461538461539,55.30769230769231,9.5625,14.07692307692308,21.1125,28.4,0,0,8
2017-05-27,5,0.018076923076923077,73.53846153846153,56.23076923076923,5.3675,17.3076923076923,13.55,17.175,0,0,9
2017-05-28,5,0.008441558441558443,71.3076923076923,56.46153846153846,7.2125,14.846153846153847,15.325000000000001,21.225,0,0,10
2017-05-29,5,0.19468354430379747,63.61538461538461,55.61538461538461,6.8774999999999995,8.0,13.4,17.8875,0,0,11
2017-05-30,5,0.09974683544303797,60.53846153846154,54.61538461538461,6.99,5.923076923076927,14.299999999999999,19.5125,0,0,12
2017-05-31,5,0.0778409090909091,69.57142857142857,56.57142857142857,5.5925,13.0,15.049999999999999,20.857142857142858,0,0,13
2017-06-01,6,0.05307692307692307,78.07142857142857,56.5,6.9325,21.57142857142857,19.0,25.475,0,0,14
2017-06-02,6,0.0008108108108108108,78.07692307692308,53.76923076923077,8.025,24.307692307692314,23.0,30.4,0,0,15
2017-06-03,6,0.010632911392405065,75.38461538461539,53.0,8.3325,22.384615384615387,20.9875,29.5375,0,0,16
2017-06-04,6,0.032467532467532464,71.38461538461539,52.46153846153846,4.64125,18.923076923076927,12.2875,16.3875,0,0,17
2017-06-05,6,0.2272093023255814,68.92857142857143,55.42857142857143,6.71125,13.5,16.275,21.1375,0,0,18
2017-06-06,6,0.07755813953488372,63.42857142857143,52.857142857142854,8.89125,10.571428571428577,15.8,20.75,0,0,19
2017-06-07,6,0.08430232558139535,64.64285714285714,49.92857142857143,5.9275,14.714285714285708,13.6875,18.8875,0,0,20
2017-06-08,6,0.0057692307692307696,69.64285714285714,50.642857142857146,4.9775,18.999999999999993,13.675,19.0375,0,0,21
2017-06-09,6,0.0,77.21428571428571,50.142857142857146,7.355,27.071428571428562,20.45,27.8,0,1,0
2017-06-10,6,0.0,84.6923076923077,58.61538461538461,7.8575,26.07692307692308,19.8625,27.5375,0,2,0
2017-06-11,6,0.0,89.38461538461539,67.15384615384616,8.35875,22.230769230769226,19.3375,26.8625,0,3,0
2017-06-12,6,0.0,92.33333333333333,69.64285714285714,7.21375,22.69047619047619,17.1375,22.1,0,4,0
2017-06-13,6,0.0,95.28571428571429,71.92857142857143,7.2125,23.35714285714286,17.8875,23.3875,0,5,0
2017-06-14,6,0.15402298850574714,89.06666666666666,66.35714285714286,6.1525,22.7095238095238,15.05,20.6125,0,0,1
2017-06-15,6,0.021951219512195124,78.46666666666667,59.8,7.52125,18.66666666666667,16.275,22.325,0,0,2
2017-06-16,6,0.021445783132530122,71.46666666666667,59.733333333333334,7.0175,11.733333333333334,14.525,19.625,0,0,3
2017-06-17,6,0.1854761904761905,70.85714285714286,64.0,4.24875,6.857142857142861,10.2625,14.3,0,0,4
